0,196.791
1,208.579
2,221.442
3,235.285
4,250
5,265.476
6,281.596
7,298.236
8,315.27
9,332.569
10,350
11,367.431
12,384.73
13,401.764
14,418.404
15,434.524
16,450
17,464.715
18,478.558
19,491.421
20,503.209
21,513.83
22,523.205
23,531.262
24,537.939
25,543.185
26,546.962
27,549.239
28,550
29,549.239
30,546.962
31,543.185
32,537.939
33,531.262
34,523.205
35,513.83
36,503.209
37,491.421
38,478.558
39,464.715
40,450
41,434.524
42,418.404
43,401.764
44,384.73
45,367.431
46,350
47,332.569
48,315.27
49,298.236
50,281.596
51,265.476
52,250
53,235.285
54,221.442
55,208.579
56,196.791
57,186.17
58,176.795
59,168.738
60,162.061
61,156.815
62,153.038
63,150.761
64,150
65,150.761
66,153.038
67,156.815
68,162.061
69,168.738
70,176.795
71,186.17
72,196.791
73,208.579
74,221.442
75,235.285
76,250
77,265.476
78,281.596
79,298.236
80,315.27
81,332.569
82,350
83,367.431
84,384.73
85,401.764
86,418.404
87,434.524
88,450
89,464.715
90,478.558
91,491.421
92,503.209
93,513.83
94,523.205
95,531.262
96,537.939
97,543.185
98,546.962
99,549.239
100,550
